vendor_id,name_en,chain_name_en,vertical_class,vertical,main_cuisine
738143,"Nutella Waffel 2,Faisal - Kom Bakar",Nutella Waffel 2,food,food,Waffles
742299,"Waffle Maker, Dokki - Mohy El Din Abou El Ezz",Waffle Maker,food,food,Waffles
740938,"Koshary Faisal,Giza",Koshary Faisal,food,food,Koshary
751673,"Koshary w Tawajin Moamen, Al Bahr Al Azam",Koshary w Tawajin Moamen,food,food,Koshary
763259,"Koshary Helmeya Hend, Imbabah - Bashtil",Koshary Halwani Hend,food,food,Koshary
757632,"Koshary El-Zaaem, Tagammoa 1",Koshary El-Zaaem,food,food,Koshary
612856,"Koshary El Za3im, El Zeitoun",Koshary El Za3im,food,food,Koshary
747955,"Koshary El Haref, Mokattam - Qatameya Gardens",Koshary El Haref,food,food,Koshary
758551,"Koshry El7oseny, Al Teraa",Koshry El7oseny,food,food,Koshary
757651,"Koshary El Zaem, Ain Shams - El Sharqeya",Koshary El Zaem,food,food,Koshary
751271,"Koshary Albasha, Haram - Omraniya Gharbeya",Koshary Albasha,food,food,Koshary
752348,"Koshry Hend, Zahraa El Maadi - Al Kuwaiti",Koshry Hend,food,food,Koshary
758531,"Koushari Hend,Mohandiseen",Koushari Hend,food,food,Koshary
752496,"Mr Koshary, Tanta",Mr. Koshary,food,food,Koshary
708557,"Koshary Hend, Cairo - Abbasiya",Koshary Hend,food,food,Koshary
714857,"EL-Zaiem, Nasr City - El Wafaa W El Amal",EL-Zaiem,food,food,Italian
758002,"Sofra Restaurant & Cafe,Zahraa El Maadi - El Me'arag El Soufly",Sofra Restaurant & Cafe,food,food,Italian
600562,"Pastaliano, El Rehab City",Pastaliano,food,food,Italian
607651,"India Gate, Mohandiseen",India Gate,food,food,Indian
604306,India Gate - Nasr City,India Gate,food,food,Indian
740409,"I-Sushi, Tagammoa 5 - Ganoub El Academeya",I-Sushi,food,food,Chinese
740407,"I-Sushi, New Nozha",I-Sushi,food,food,Chinese
740408,"I-Sushi, 6th of October - El Hay El Motamyez",I-Sushi,food,food,Chinese
752774,"sushi piece,6th of October - El Hay El Motamyez",Sushi Piece,food,food,Chinese
762543,"Yummy Wok, Madinaty - Central Park",Yummy Wok,food,food,Chinese
752784,"sushi way,Tagammoa 5 - El Showifat",sushi way,food,food,Chinese
618358,"Sushi Bay, Ard El Golf",SUSHI BAY,food,food,Chinese
755981,"SUSHI BAY, El Sheikh Zayed",SUSHI BAY,food,food,Chinese
749755,"Soy Wok, Semouha",Soy Wok,food,food,Chinese
603382,Saladero - Zamalek,Saladero,food,food,Salads
756172,"Chicks & Wings, Maadi,",Chicks & Wings,food,food,Pasta
756740,"Nassem Elsham, El Seyouf",Nassem Elsham,food,food,Pasta
718958,"Pasta 2 Go, Zamalek - 26 July",Pasta 2 Go,food,food,Pasta
748603,"Pasta 2 Go, Tagammoa 5 - South Investors",Pasta 2 Go,food,food,Pasta
751028,"Pichato, Zagazig University",Pichato,food,food,Pasta
754245,"Fteerful, Tagammoa 5 - Hay 1,Tagammoa 5 - Hay 1",Feteerful,food,food,Pies
604304,Dawar El Fatatry - El Sheikh Zayed,Dawar El Fatatry,food,food,Pies
757115,"PIE Station فطير, Ard El Golf",PIE Station,food,food,Pies
762660,"Master Pie, Al Teraa St",Master Pie,food,food,Pies
763097,"Stabene, Ibrahimia",Stabene,food,food,Pies
706090,"aryaf,Obour",aryaf,food,food,Pies
604378,CIC Crepe - El Sheikh Zayed,CIC Crepe,food,food,Crepes and Waffles
759727,"3am Bashandy, Helwan",3am Bashandy,food,food,Foul and Falafel
616387,"Bisco Misr, El Mahrosa - victoria",Bisco Misr,food,food,Bakery and Cakes
741596,"sally sweet  Bakery & Pastry,Zahraa El Maadi - El Me'arag El Soufly",sally sweet  Bakery & Pastry,food,food,Bakery and Cakes
760906,"Chez Madeleine, Maadi Old",Chez Madeleine,food,food,International
759565,"Cuisinier, Zahraa El Maadi - El Shatr El Sades",Cuisinier,food,food,International
761303,"Malek El Tawook El Lebnany, Hay El Gama'a",Malek El Tawook El Lebnany,food,food,Lebanese
609156,"Sushi Nara, Dokki - Mosaddak",Sushi Nara,food,food,Japanese
761683,"American Wings, Lauran",American Wings,food,food,Fast Food
760139,"Chicken Fire, El Shorouk - 7th Area",Chicken Fire,food,food,Fast Food
716517,"Wagbt Mama Hend,Faisal - El Ashreen",Wagbt Mama Hend,food,food,Breakfast
604521,Lyfe - Maadi,Lyfe - Eatery and Juice Bar,food,food,Breakfast
755621,"Orouba Cafe, Mansoura, Meet Hadar",Orouba Cafe,food,food,Beverages
759989,"Shawarma Box, Ibrahimia",Shawarma Box,food,food,Shawerma
728072,"Shawerma Shamy Number one, Hadayek El Ahram",Shawerma Shamy Number one,food,food,Shawerma
613949,"Kebda we Mokh El Shesheny, 6th of October - 3rd District",Kebda we Mokh El Shesheny,food,food,Oriental
760613,"Street Eat, El Rehab City",Street Eat,food,food,Mexican
759871,"Farghaly 1, Masaken Sheraton - Fairmont Heliopolis",Farghaly  1,food,food,Healthy
617327,"El shenawy patisserie,El Seyouf",Halawany El Shenawy,food,food,Desserts
616258,"Cheesecake Company,Heliopolis - Roxy",Cheesecake Company,food,food,Desserts
762234,"Cinnamon Factory, Zahraa El Maadi - El Me'arag El Soufly",Cinnamon Factory,food,food,Desserts
616953,"Joosy Frozze, Masaken Sheraton - Abdel Hamid Badwai",Joosy & Frozze,food,food,Desserts
762365,"Alban Habiba, Haram - Mohafzet El Giza",Alban Habiba,food,food,Desserts
757374,"Volks Candy, Maadi Old",Volks Candy,food,food,Desserts
613251,"Pancakes, 6th of October - 1st District",Pancakes,food,food,Desserts
611228,"Kukuruza Gourmet Popcorn, City stars",Kukuruza Gourmet Popcorn,food,food,Desserts
761570,"Star Fish Restaurant & Cafe, Haram - Giza Hospital",Star Fish Restaurant & Cafe,food,food,Seafood
761840,konbelet phosphore,Konbelet Phosphore,food,food,Seafood
609606,"Marasy Makolat Bharya, Zahraa El Maadi - Wadi Degla Club",Marasy Makolat Bharya,food,food,Seafood
720116,"Panko Fried Chicken & Burger, Heliopolis - Almazah",Panko Fried Chicken & Burger,food,food,Burgers
617262,"Wild Burger, Stadium Area",Wild Burger,food,food,Burgers
762526,"The Crepe Company, Nasr City",The Crepe Company,food,food,Crepes
608362,City Crepe - Tagammoa 5,City Crepe,food,food,Crepes
759640,"DR.Kitchen, Downtown - Talaat Harab",DR.Kitchen,food,food,Crepes
760471,"Cando's Pizza & Coffee, Freshly Made, 6th of October - Eskan Gama'et El Qahera","Cando's Pizza & Coffee, Freshly Made",food,food,Pizza
760779,"Italiano Pizza, Hadayek El Ahram - Area B",Italiano Pizza,food,food,Pizza
730577,"Pizza Roma 3, 45 Street - Izbat El Amrawy",Pizza Roma 3,food,food,Pizza
721356,"Rozan Pizza,Hadayek El Ahram - Area د",Rozan Pizza,food,food,Pizza
604975,Pizza Queen - San Stefano,Pizza Queen,food,food,Pizza
604974,Pizza Queen - Semouha,Pizza Queen,food,food,Pizza
759975,"Pizza Queen, Green Plaza",Pizza Queen,food,food,Pizza
604976,Pizza Queen - Sidi Gaber,Pizza Queen,food,food,Pizza
759973,"Pizza Queen, Agamy - Bitash Gharb",Pizza Queen,food,food,Pizza
759976,"Pizza Queen, Maamoura",Pizza Queen,food,food,Pizza
604973,Pizza Queen - Miami,Pizza Queen,food,food,Pizza
759974,"Pizza Queen, An Nakhil",Pizza Queen,food,food,Pizza
760797,"Lasera, Haram - El Arish",Lasera,food,food,Pizza
761023,"Lasera, Hadayek El Ahram",Lasera,food,food,Pizza
760735,"Rego, El Shorouk - 3rd District",Rego,food,food,Pizza
616564,"El Tabei El Domiaty, Smart Village",El Tabei El Domiaty,food,food,Foul and Falafel
616563,"El Tabei El Domiaty, Zahraa El Maadi - El Morshedy",El Tabei El Domiaty,food,food,Foul and Falafel
616561,"El Tabei El Domiaty, Mohandesin - Jazerat El Arab",El Tabei El Domiaty,food,food,Foul and Falafel
746507,"GAD, El Sheikh Zayed - El Hay 1",Gad,food,food,Foul and Falafel
617897,"GAD, El Ataren,El Ataren",Gad,food,food,Foul and Falafel
617902,"GAD, Miami",Gad,food,food,Foul and Falafel
617895,"GAD, 6th of October - El Hay El Motamyez",Gad,food,food,Foul and Falafel
617899,"GAD, Victor Emanouil",Gad,food,food,Foul and Falafel
739996,"Heart Attack, Stadium Area",Heart Attack,food,food,Fast Food
615762,"Anas Al Demeshky, Heliopolis - Triumph Square",Anas Al Demeshky,food,food,Shawerma
615761,"Anas Al Demeshky, Ard El Golf",Anas Al Demeshky,food,food,Shawerma
615763,"Anas Al Demeshky, Nasr City - Abbas El Akkad",Anas Al Demeshky,food,food,Shawerma
748539,"Anas Al Demeshky, Haram - Mash'aal",Anas Al Demeshky,food,food,Shawerma
752363,"Anas Al Demeshky, Tagammoa 5 - South Investors",Anas Al Demeshky,food,food,Shawerma
615538,"Aros Demashk, Miami - Cars Club",Aros Demashk,food,food,Shawerma
615540,"Aros Demashk, San Stefano",Aros Demashk,food,food,Shawerma
601245,Kabsa Saudi - Saied Street,Kabsa Saudi - Saied Street,food,food,Oriental
615070,"Chili's, Madinaty",Chili's,food,food,Mexican
603126,Chili's - Zamalek,Chili's,food,food,Mexican
603121,Chili's - El Bandar Mall,Chili's,food,food,Mexican
603128,Chili's - Heliopolis,Chili's,food,food,Mexican
603118,"Chili's, Dandy Mall",Chili's,food,food,Mexican
752150,"Chili's, El Rehab City",Chili's,food,food,Mexican
603129,Chili's - Alexandria - Glim,Chili's,food,food,Mexican
616451,"Exception, Hadayek El Ahram - Area س",Exception Pastry,food,food,Desserts
616448,"Exception, Haram - Mash`aal",Exception Pastry,food,food,Desserts
616450,"Exception, New Maadi - Taqseem Laselky",Exception Pastry,food,food,Desserts
616456,"Exception, Hadayek El Ahram - Area A",Exception Pastry,food,food,Desserts
616449,"Exception, Nasr City - Abbas El Akkad",Exception Pastry,food,food,Desserts
616452,"Exception, Haram - Talbiya",Exception Pastry,food,food,Desserts
616442,"Exception, Zahraa El Maadi - Street 50",Exception Pastry,food,food,Desserts
616455,"Exception, El Rehab City",Exception Pastry,food,food,Desserts
616454,"Exception, Haram - Mariotia",Exception Pastry,food,food,Desserts
740581,"El Abd, Mohandessin,Agouza",EL Abd,food,food,Desserts
616420,"El Abd, Heliopolis -Khalifa ElMa’moun",EL Abd,food,food,Desserts
614568,"El Abd, 6th of October - Hosary and Ahyaa'",EL Abd,food,food,Desserts
616821,"El Abd, Haram - Omraniya,Haram - Omraniya",EL Abd,food,food,Desserts
616422,"El Abd, Nasr City",EL Abd,food,food,Desserts
748644,"El Abd, Shoubra",EL Abd,food,food,Desserts
732634,El Abd - Tagammoa 5 - Banks Center,EL Abd,food,food,Desserts
616421,"El Abd, New Maadi - El Basateen",EL Abd,food,food,Desserts
616975,"Awlad Taa Taa, El Sheik Zayed - El Hay 1",Awlad Taa Taa,food,food,Seafood
615316,"Awlad Taa Taa, El Rehab City",Awlad Taa Taa,food,food,Seafood
615315,"Awlad Taa Taa, New Maadi - El Nadi El Gedid",Awlad Taa Taa,food,food,Seafood
615312,"Awlad Taa Taa, Helwan",Awlad Taa Taa,food,food,Seafood
615313,"Awlad Taa Taa, Nasr City - Mostafa El Nahaas",Awlad Taa Taa,food,food,Seafood
615314,"Awlad Taa Taa, Tagammoa 5 - Banks Center",Awlad Taa Taa,food,food,Seafood
616969,"Belal, Ard El Golf",Belal,food,food,Burgers
714233,"Belal, Maadi Old",Belal,food,food,Burgers
723820,"Belal, El Rehab City",Belal,food,food,Burgers
616967,"Belal,  Nasr City - Mostafa El Nahaas",Belal,food,food,Burgers
616968,"Belal, Tagammoa 5 - 90 St. Companies",Belal,food,food,Burgers
737407,"CHICKEN FILA, 6th of October - 1st District",CHICKEN FILA,food,food,Burgers
737413,"CHICKEN FILA, Zahraa El Maadi - El Me`arag El Soufly",CHICKEN FILA,food,food,Burgers
737406,"CHICKEN FILA, Tagammoa 1 - El Nakhil",CHICKEN FILA,food,food,Burgers
737405,"CHICKEN FILA, Haram - Mariotia",CHICKEN FILA,food,food,Burgers
737408,"CHICKEN FILA, Mohandesin - El Zamlek Club",CHICKEN FILA,food,food,Burgers
737409,"CHICKEN FILA, El Rehab City",CHICKEN FILA,food,food,Burgers
737414,"CHICKEN FILA, Mostafa Kamel",CHICKEN FILA,food,food,Burgers
737410,"CHICKEN FILA, Ard El Golf",CHICKEN FILA,food,food,Burgers
737412,"CHICKEN FILA, Nasr City - Omarat Milsaa",CHICKEN FILA,food,food,Burgers
737411,"CHICKEN FILA, Madinaty - Green Belt",CHICKEN FILA,food,food,Burgers
746486,"Willy's Kitchen, El Mashaya",Willy's Kitchen,food,food,Burgers
746494,"Willy's Kitchen, Al Sharq District",Willy's Kitchen,food,food,Burgers
746487,"Willy's Kitchen, El Sheikh Zayed - El Hay 6",Willy's Kitchen,food,food,Burgers
746485,"Willy's Kitchen, Ard El Golf",Willy's Kitchen,food,food,Burgers
746488,"Willy's Kitchen, Tagammoa 1",Willy's Kitchen,food,food,Burgers
746492,"Willy's Kitchen, Nasr City - Hassan El Ma`moun",Willy's Kitchen,food,food,Burgers
746496,"Willy's Kitchen, New Maadi - El Basateen El Sharqeya",Willy's Kitchen,food,food,Burgers
746490,"Willy's Kitchen, Tagammoa 5 - Banks Center",Willy's Kitchen,food,food,Burgers
746495,"Willy's Kitchen, Dokki - El Thawra Square",Willy's Kitchen,food,food,Burgers
737419,"Inferno, Ard El Golf",Inferno,food,food,Burgers
737418,"Inferno, Zahraa El Maadi - El Me`arag El Soufly",Inferno,food,food,Burgers
737417,"Inferno, Mostafa Kamel",Inferno,food,food,Burgers
754352,"Deb Crepe,Zahraa El Maadi - El Shatr El Sades",El Deb Crepe,food,food,Crepes
756917,"Roma Pizza To Go, Zahraa El Maadi - El Shatr El Sades",Roma Pizza To Go,food,food,Pizza
616966,"Abou Hamza, Tagammoa 5 - 90 St. Companies",Abou Hamza,food,food,Pizza
723826,"Abou Hamza ,El Rehab City",Abou Hamza,food,food,Pizza
616965,"Abou Hamza, Nasr City - Hay 7",Abou Hamza,food,food,Pizza
723824,"Abou Hamza, Maadi Old",Abou Hamza,food,food,Pizza
605865,Pizza Master - Abbas El Akkad,Pizza Master,food,food,Pizza
611389,"Pizza Master, El Rehab City",Pizza Master,food,food,Pizza
611386,"Pizza Master, Faisal",Pizza Master,food,food,Pizza
605866,Pizza Master - Roxy,Pizza Master,food,food,Pizza
611384,"Pizza Master, El Shorouk City",Pizza Master,food,food,Pizza
605868,Pizza Master - Shams Club,Pizza Master,food,food,Pizza
618689,"Pizza Master, Downtown - Magales El Sha`ab",Pizza Master,food,food,Pizza
602908,Pizza King - Helwan,Pizza King,food,food,Pizza
726049,"Pizza King, Downtown - Tahrir,Downtown - Tahrir",Pizza King,food,food,Pizza
610390,Pizza King - Maadi Zahraa,Pizza King,food,food,Pizza
617891,"Pizza King, Haram - El lbeny",Pizza King,food,food,Pizza
602906,Pizza King - Shobra,Pizza King,food,food,Pizza
739779,"Pizza King, Tagammoa 5 - 90 St. Companies",Pizza King,food,food,Pizza
613240,"Pizza King, Nasr City - Makram Ebeid",Pizza King,food,food,Pizza
602910,Pizza King - Abbas El Akkad,Pizza King,food,food,Pizza
610393,Pizza King -  Zahraa Nasr city,Pizza King,food,food,Pizza
618100,"Pizza King, Haram - El khazan",Pizza King,food,food,Pizza
602902,Pizza King - Al Manial,Pizza King,food,food,Pizza
602911,Pizza King - Abdel Hamid Badawi,Pizza King,food,food,Pizza
613238,"Pizza King, New Maadi - Taqseem Laselky",Pizza King,food,food,Pizza
610389,Pizza King - Maadi Corniche,Pizza King,food,food,Pizza
602907,Pizza King - Abbasiya,Pizza King,food,food,Pizza
618101,"Pizza King, Haram - El Ta'awun",Pizza King,food,food,Pizza
614208,"Pizza King, Mohandesin - Lebanon Square",Pizza King,food,food,Pizza
602897,Pizza King - Tagammoa 5,Pizza King,food,food,Pizza
617830,"Pizza King, Faisal -First mall",Pizza King,food,food,Pizza
602916,Pizza King - Banha,Pizza King,food,food,Pizza
614299,"Hamza, Nasr City - El Hadeeqa El Dawlia1",Hamza,food,food,Pizza
731737,"fol w sandwitchat Am Samir,Shobra - El Sahel",Fol w Sandwitchat Am Samir,food,food,Foul and Falafel
613498,"Anos, Maadi Old",Anos,food,food,Foul and Falafel
609432,"Taboon - Zamalek, Zamalek - Abo El Feda",Taboon,food,food,Lebanese
609434,Taboon - El Sheikh Zayed,Taboon,food,food,Lebanese
609221,"Sushirito, Kafr Abdo",Sushirito,food,food,Japanese
615454,"Balibey, Hay Al Sharq",Balibey,food,food,Beverages
712313,"al Tahoun,Semouha",2al Tahoun,food,food,Oriental
606945,"Halwany Sofleh, Helwan",Halawany Souffle,food,food,Desserts
750555,"El Horany Seafood, Downtown - Abdin",El Horany Seafood,food,food,Seafood
605470,El Horany Seafood - Giza,El Horany Seafood,food,food,Seafood
750805,"El Horany Seafood, Dokki - Shooting Club",El Horany Seafood,food,food,Seafood
750557,"El Horany Seafood, Haram - El Orouba",El Horany Seafood,food,food,Seafood
603451,"Cortigiano, Heliopolis",Cortigiano,food,food,Italian
603450,Cortigiano - Dokki,Cortigiano,food,food,Italian
603452,Cortigiano - Nasr City,Cortigiano,food,food,Italian
603687,Asian Corner - Maadi,Asian Corner,food,food,Asian
748668,"Samiha, Heliopolis - Korba",Samiha,food,food,Pies
613290,"Waffle Stop, Madinaty - Green Belt",Waffle Stop,food,food,Crepes and Waffles
603426,El-Tabei El-Domyati - Tagammoa 5,El-Tabei El-Domyati,food,food,Foul and Falafel
611603,"El Balakona, Heliopolis - Triumph Square",El Balakona,food,food,Beverages
617703,"Hadramoot Restaurants - Maadi Zahraa, Zahraa El Maadi - Street 50",Hadramoot Restaurants - Maadi Zahraa,food,food,Oriental
613005,"Solly Crepe, Bulaq Ad Daqrur",Solly Crepe,food,food,Burgers
722191,"Fattry Eskndria, Faisal - El Nour City",Fattry Eskndria,food,food,Pizza
605487,ElKing - Montazah,ElKing,food,food,Pizza
617506,"city crepe,Hadayek El Ahram - Area A",City Crepe,food,food,Crepes
617344,"abo araby, Hmamat El Qoba",Abo Araby,food,food,Pies
612231,"Self, New Maadi -  Degla",Self,food,food,Sandwiches
724529,"Al Dewan lel Akl Enwan Mashwyat, Mokattam - Centeral El Mokattam",Al Dewan lel Akl Enwan Mashwyat,food,food,Grills
607453,"Qaria Al Sayad Lel Mashwyat W El Asmak, 6th of October - Hosary and Ahyaa'",Qaria Al Sayad Lel Mashwyat W El Asmak,food,food,Grills
605789,Hosny Bata3 Alexandria - Mokattam,Hosny Bata3 Alexandria,food,food,Grills
706644,"Kbabgy Abou Ramy,Misr El Kadema",Kbabgy Abou Ramy-ElSayada Zeinab,food,food,Grills
607384,"Hosny Bata3 Alexandria - Banks Center, Tagammoa 5 - Banks Center",Hosny Bata3 Alexandria,food,food,Grills
735201,"Mandy Steak, Abd El Salam El Shazly",Mandy Steak,food,food,Grills
606867,"Hadramout - Helwan, Reyad St.",Hadramout - reyadh st - Helwan,food,food,Grills
618074,"Al Aseel El Demashky - Tagammoa 5,Tagammoa 5 - Hay 1",Al Aseel El Demashky - Tagammoa 5,food,food,Grills
736565,"Hadramout Al Fordos,6th of October - El Fardous",Hadramout Al Fordos,food,food,Grills
739721,"Tiko's Fried Chicken And More, El Shorouk - 5th District",Tiko's Fried Chicken and More,food,food,Grills
708159,"Mashwiat Abo Malek Elasly, Hadaiq Al Qubbah - Al Hdayeq",Mashwiat Abo Malek Elasly,food,food,Grills
601300,Haty El Maamon - Nasr City,Haty El Maamon - Nasr City,food,food,Grills
746135,"Apron, Tagammoa 5 - Hay 1,Tagammoa 5 - Hay 1",Apron,food,food,Grills
759876,"Calories, El Rehab City",Calories,food,food,Grills
608999,"Hadrmout El Madina, Nasr City - Abbas El Akkad",Hadramout El Madina,food,food,Grills
610139,"Kababgy El Sheikh, Giza",Kababgy EL Sheikh,food,food,Grills
719390,"Hadramot alkhalifa,El Shorouk - 5th District",Hadramot alkhalifa,food,food,Grills
718387,"Abo Makka Grills, Nasr City-Mostafa El Nahaas",Abo Makka Grills,food,food,Grills
606910,Om Hassan - Nasr City,Om Hassan,food,food,Grills
606460,Al Malek Farouk Grills - Villas,Al Malek Farouk Grills,food,food,Grills
610584,"Al Malek Farouk Grills, Sharea' El Koliat",Al Malek Farouk Grills,food,food,Grills
718452,"Madinet El Mandy, Nasr City-Abbas El Akkad",Madinet El Mandy,food,food,Grills
604886,Haty Abo Khaled - 6th of October,Haty Abo Khaled,food,food,Grills
605676,Haty El Sahaba - Shobra,Haty Al Sahaba,food,food,Grills
607010,"Haneen El Sham, New Nozha",Haneen El Sham,food,food,Grills
719788,"Hadota Mashwya,Nasr City - Mostafa El Nahaas",Hadota Mashwya,food,food,Grills
602388,Chicken Safeer - Obour City,Chicken Safeer,food,food,Grills
608827,"Matbakh Zayed, El Sheikh Zayed - Hadyek El Mohandsin",Matbakh Zayed,food,food,Grills
614196,"Hadramoot, Tagammoa 5 - West Arabella / Arabella",Hadramoot,food,food,Grills
604061,Hadarmawot - Miami Iskandar Ibrahim,Hadarmawot,food,food,Grills
604062,Hadarmawot - Semouha,Hadarmawot,food,food,Grills
608080,"Awlad Sleman, Shobra",Awlad Sleman,food,food,Grills
615098,"Mashwyat Abo Hamza, El Obour - El Hay 9",Mashwyat Abo Hamza,food,food,Grills
607079,"Abo El ِِAraby, Helwan",Abo El Araby,food,food,Grills
721661,"EL Akeel, El Shorouk - 1st Area",El Akeel,food,food,Grills
607569,"Chick Shack, Zamalek - 26 July",Chick Shack,food,food,Grills
613890,"El Haty, El Rehab City",El Haty,food,food,Grills
755919,"El Haty, Hadayek El Ahram - Area ص",El Haty,food,food,Grills
613881,"El Haty, Mokattam - El Nafora Square",El Haty,food,food,Grills
613882,El Haty - Mostafa El Nahaas,El Haty,food,food,Grills
708740,"A zoghaby,Ain Shams - Helmyat El Na'am",Al zoghaby,food,food,Grills
614702,"Abo Selim, Zahraa El Maadi - El Me'arag El Soufly",Abo selim,food,food,Grills
618118,"3al Fa7m, Downtown - El Sayeda Zeinab",3al Fa7m,food,food,Grills
612825,"Rehana, Downtown - Abdin",Al Rehan,food,food,Grills
728537,"Haty 3oda, Matareya",Haty 3oda,food,food,Grills
614588,"Hadramoot, 6th of October - Teba Gardens",Hadramoot,food,food,Grills
611886,"Hadrmawt, Hadayek El Ahram - Area B",Hadrmawt,food,food,Grills
708620,"El Dahan, Makram Ebeid",El Dahan,food,food,Grills
606598,"one oak, Tagammoa 5 - AUC",One Oak,food,food,Grills
748815,"Hassona, Nasr City - Hay 10",Hassona,food,food,Grills
613063,"Hadrmot, 6th of October - 3th District",Hadrmot,food,food,Grills
717761,"Fashkol, Madinaty-Central Park",Fashkol,food,food,Grills
603825,Andrea - Tagammoa 5,Andrea.,food,food,Grills
602557,Prego - 10th Ramadan,Prego,food,food,Grills
602571,Prego - Faisal,Prego,food,food,Grills
602560,Prego - Heliopolis,Prego,food,food,Grills
602570,Prego -  Tagammoa 5,Prego,food,food,Grills
606544,"Prego, Cornishe El Nile",Prego,food,food,Grills
723073,"Prego, El Shorouk,El Sherouk City",Prego,food,food,Grills
602574,Prego - Maadi,Prego,food,food,Grills
602568,Prego - Dandy Mall,Prego,food,food,Grills
602566,Prego - Tagammoa 1,Prego,food,food,Grills
602559,Prego - Wonder Land,Prego,food,food,Grills
602569,Prego - Mall of Arabia,Prego,food,food,Grills
602558,Prego - Al Manial,Prego,food,food,Grills
602564,Prego - Nasr City,Prego,food,food,Grills
602563,Prego - Mohandiseen,Prego,food,food,Grills
602562,Prego - Ard El Golf,Prego,food,food,Grills
602573,Prego - El Obour,Prego,food,food,Grills
752392,"Prego, El-Mokattam",Prego,food,food,Grills
602565,Prego - Abbasiya,Prego,food,food,Grills
718857,"El Sharaway El Mostakbal Kebda Mokh,Future City",El Sharaway El Mostakbal Kebda Mokh,food,food,Sandwiches
722730,"Kebda W Mokh Hassan Elsharkawy,Heliopolis - Triumph Square",Kebda W Mokh Hassan Elsharkawy,food,food,Sandwiches
600548,The Panini House - Heliopolis,The Panini House - Heliopolis,food,food,Sandwiches
762594,"Vegas Fried Chicken, Nasr City - Masaken El-Shorouk",Vegas Fried Chicken,food,food,Sandwiches
714479,"Dodz Fried Chicken, Matareya",Dodz Fried Chicken,food,food,Sandwiches
714478,"Dodz Fried Chicken, Ain Shams - El Sharqeya",Dodz Fried Chicken,food,food,Sandwiches
609589,"Oriental Shabrawy, Nasr City - Zahraa",Oriental Shabrawy,food,food,Sandwiches
611462,"Kebda El Falahh, Mohandsen",Kebda El Falah,food,food,Sandwiches
617683,"Chicken Planet, Nasr st - New Maadi,New Maadi - Taqseem Laselky",Chicken Planet,food,food,Sandwiches
606367,Chicken Planet - Heliopolis,Chicken Planet,food,food,Sandwiches
754601,"Zain Sandwich, El Obour City",Zain Sandwich,food,food,Sandwiches
729644,"Tasa El Saada,10th of Ramadan",Tasa El Saada,food,food,Sandwiches
739724,"Kbda w Sogo2, 10th of Ramadan - 7th District",Kbda w Sogoa,food,food,Sandwiches
603744,Doner Konner - Tagammoa 5,Doner Konner,food,food,Sandwiches
603748,Doner Konner - Maadi,Doner Konner,food,food,Sandwiches
707086,"Doner Konner, Tanta,El Mo'aahda",Doner Konner,food,food,Sandwiches
614209,"Doner Konner, Madinaty - Central Park",Doner Konner,food,food,Sandwiches
707450,"Doner Konner, Zagazig,Zagazig University",Doner Konner,food,food,Sandwiches
707087,"Doner Konner, Abu Rady",Doner Konner,food,food,Sandwiches
707089,"Doner Konner ,Atef El Sadat",Doner Konner,food,food,Sandwiches
719803,"Doner Konner, 6th of October - El Hay El Motamyez",Doner Konner,food,food,Sandwiches
719799,"Doner Konner, El Geesh Street",Doner Konner,food,food,Sandwiches
748689,"Bon Appetit, Tagammoa 5 - Banks Center",Bon Appetit,food,food,Sandwiches
724712,"Kebda wamukhin Elsharkawy, Heliopolis - Triumph Square",Elsharkawy,food,food,Sandwiches
606196,Bab El Hara - El Rehab City,Bab El Hara,food,food,Sandwiches
606601,"ِAbnaa Syria, Heliopolis - Maqreezi",Abnaa Syria,food,food,Sandwiches
607913,"Wow Burger, El Rehab City",Wow Burger,food,food,Sandwiches
612264,"Ebn Zawat, Tagammoa 5 - 90 St. Companies",Ebn Zawat,food,food,Sandwiches
709913,"crispy, Haram - Nazlet El Semman",Crispy,food,food,Sandwiches
615527,"Ardoor, Salah ElDin Street",Ardoor,food,food,Sandwiches
605430,Diva’s - Hadayek El Ahram,Divas,food,food,Sandwiches
611681,"Arby's, Ard El Golf",Arby's,food,food,Sandwiches
609016,"Arby's, Tagammoa 5 - 90 St. Companies",Arby's,food,food,Sandwiches
752377,"Arby's, Tagammoa 5 - North Investors Extension",Arby's,food,food,Sandwiches
613972,"Arby's, Dokki - Shooting Club",Arby's,food,food,Sandwiches
752378,"Arby's, 6th of October - 1st District",Arby's,food,food,Sandwiches
609900,"Arby's, 6th of October - Hosary and Ahyaa'",Arby's,food,food,Sandwiches
609901,"Arby`s, Sheraton",Arby's,food,food,Sandwiches
753487,"Arby's, Nasr city - Makram Ebeid",Arby's,food,food,Sandwiches
609019,"Arby's, Tagammoa 5 - Cairo Festival City",Arby's,food,food,Sandwiches
613065,"Arby's, Mohandesin - El Zamlek Club",Arby's,food,food,Sandwiches
613095,"Arby's, Almazah",Arby's,food,food,Sandwiches
609017,"Arby's, El Sheikh Zayed - El Hay 1",Arby's,food,food,Sandwiches
746134,"SELF,  Tagammoa 5 - Hay 1,Tagammoa 5 - Hay 1",Self,food,food,Sandwiches
706066,"city crepe,Ain Shams - Tlombat Ain Shams",City Crepe,food,food,Crepes and Waffles
